Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
8;Alternative Hostel of Old Montreal;4.5;35.75;11;57.5;1007.4;122.07;5;3;423.5;14.00;6;6;583.9;72.32;Place d'Armes|Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|City Hall|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|St. Patrick's Basilica|Aldred Building - Montreal|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal;Car|Car|Car|Walking|Walking|Car|Car
13;Auberge L'Apero;4.0;25.25;10;52.9;1090.4;25.25;5;4;545.5;0.00;5;4;544.9;0.00;Aldred Building - Montreal|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Place d'Armes|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Parc Jean-Drapeau|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Kondiaronk Belvedere;Subway|Subway|Walking|Walking|Walking|Walking
24;Alternative Hostel of Old Montreal;4.5;35.75;7;39.8;606.8;63.75;4;2;331.7;28.00;3;3;275.1;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking;Place d'Armes|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking
26;Auberge L'Apero;4.0;25.25;6;34.6;551.8;25.25;3;3;309.6;0.00;3;2;242.2;0.00;Place d'Armes|Aldred Building - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Subway|Subway;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Leonard Cohen Mural;Walking|Walking|Walking|Walking
28;Auberge L'Apero;4.0;25.25;5;29.8;427.9;25.25;2;2;185.7;0.00;3;3;242.2;0.00;Place d'Armes|La Guilde - Montreal;Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Leonard Cohen Mural;Walking|Walking|Subway|Walking
30;Alternative Hostel of Old Montreal;4.5;35.75;5;31.2;465.6;35.75;2;2;196.9;0.00;3;3;268.7;0.00;Place d'Armes|Cathédrale Christ Church Cathedral;Walking|Walking|Walking;St. Patrick's Basilica|Maisonneuve Monument - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking
34;Alternative Hostel of Old Montreal;4.5;35.75;4;26.7;355.0;51.75;2;2;134.9;16.00;2;2;220.1;0.00;Maisonneuve Monument - Montreal|Notre-Dame Basilica;Walking|Walking|Walking;St. Patrick's Basilica|Place d'Armes;Walking|Walking|Walking
35;Alternative Hostel of Old Montreal;4.5;35.75;4;27.0;395.5;35.75;0;0;0.0;0.00;4;4;395.5;0.00;;;St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking
41;Alternative Hostel of Old Montreal;4.5;35.75;2;17.7;195.4;35.75;0;0;0.0;0.00;2;1;195.4;0.00;;;Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking
43;Hôtel Ac Montréal Centre-ville;4.0;366.75;2;16.4;142.9;375.07;1;1;69.8;3.97;1;1;73.1;4.35;Maisonneuve Monument - Montreal;Walking|Car;Cathédrale Christ Church Cathedral;Walking|Car
