,Notre-Dame Basilica,Mount Royal Park,Montreal Botanical Garden,Saint Joseph's Oratory of Mount Royal,Biodôme De Montreal,Musée des beaux-arts de Montréal,Pointe-a-Calliere Montreal Archaeology and History Complex,Biosphere,Atwater Market,Notre-Dame-de-Bon-Secours Chapel,Olympic Park (Parc olympique),Montréal Insectarium,Musee Redpath,Place d'Armes,Parc Jean-Drapeau,Montréal Science Centre,Musée du Montréal juif - Museum of Jewish Montreal,Chateau Ramezay Historic Site and Museum of Montreal,Complexe Desjardins,Planétarium De Montréal,St. Patrick's Basilica,McCord Stewart Museum,Habitat 67,L'original Art Gallery,Musée de l'Holocauste Montréal,Leonard Cohen Mural,Musee D'Art Contemporain De Montreal,Palais des Congres,City Hall,Cathédrale Christ Church Cathedral,Maison Saint-Gabriel Museum and Historic Site,Mem – Centre Des Mémoires Montréalaises,Kondiaronk Belvedere,Chateau Dufresne (Dufresne House),Phi Centre,Bibliotheque et Archives Nationales du Quebec,Musée Marguerite-Bourgeoys,Oasis Immersion - Montreal,Pont Jacques-Cartier - Montreal,Maisonneuve Monument - Montreal,Montreal Street Art,La Guilde - Montreal,Arsenal Art Contemporain Montréal - Montreal,Aquazilla - Parc Jean-drapeau - Montreal,Belvedere Camillien-Houde - Montreal,Allez Up - Montreal,Crystal Dreams St Denis - Montreal,Aldred Building - Montreal,"Bota Bota, Spa-sur-l'eau - Montreal",Musee Romeo's - Montreal
Le Roberval,N,N,30.333333333333332,44.36666666666667,20.266666666666666,19.233333333333334,N,14.15,24.683333333333334,N,20.666666666666668,28.95,N,N,14.983333333333333,N,N,N,N,22.116666666666667,N,N,N,N,31.616666666666667,18.816666666666666,N,N,N,N,34.06666666666667,N,N,19.533333333333335,N,N,N,N,N,N,N,18.233333333333334,26.816666666666666,33.46666666666667,N,N,N,N,N,23.233333333333334
Hôtel Spa Carré St-louis,N,N,36.06666666666667,45.583333333333336,26.0,N,N,19.85,25.9,N,26.4,34.68333333333333,N,N,20.683333333333334,N,N,N,N,27.85,N,N,N,N,32.833333333333336,N,N,N,N,N,38.28333333333333,N,N,25.266666666666666,N,N,N,N,N,N,N,N,28.033333333333335,39.166666666666664,N,N,N,N,N,N
Quality Hotel & Suites Montreal East,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
St Paul Hotel,N,N,48.05,45.083333333333336,37.983333333333334,N,N,31.85,N,N,38.38333333333333,46.666666666666664,N,N,32.68333333333333,N,34.55,N,N,39.833333333333336,N,N,N,N,32.333333333333336,N,N,N,N,N,N,N,N,37.25,N,N,N,N,N,N,N,N,N,N,N,N,22.633333333333333,N,N,32.95
Ambrose House & Café,N,N,35.833333333333336,N,25.766666666666666,N,N,27.633333333333333,21.183333333333334,N,26.166666666666668,34.45,N,N,28.466666666666665,N,N,N,N,27.616666666666667,N,N,N,N,30.116666666666667,N,N,N,23.583333333333332,N,N,N,N,25.033333333333335,N,15.233333333333333,N,N,N,N,N,N,N,46.95,N,N,N,N,N,N
Auberge du Plateau,N,N,34.95,47.983333333333334,24.883333333333333,N,N,19.766666666666666,27.3,N,25.283333333333335,33.56666666666667,N,N,20.6,N,N,N,N,26.733333333333334,N,N,N,N,36.233333333333334,N,N,N,N,N,36.68333333333333,N,N,24.15,N,N,N,N,N,N,N,N,32.86666666666667,N,N,N,N,N,N,N
Hotel Kutuma,16.2,N,38.36666666666667,45.4,28.3,N,N,23.166666666666668,25.716666666666665,N,28.7,36.983333333333334,N,15.35,24.0,N,N,N,N,30.15,17.066666666666666,N,N,N,32.65,23.1,N,14.45,N,N,38.1,N,N,27.566666666666666,N,N,N,16.333333333333332,N,15.0,N,N,27.85,42.483333333333334,N,33.083333333333336,N,15.95,N,N
Deluxe Suites Downtown Montreal,N,N,47.05,42.53333333333333,36.983333333333334,N,N,35.3,N,N,37.38333333333333,45.666666666666664,N,N,36.13333333333333,N,37.0,N,N,38.833333333333336,N,N,N,N,29.783333333333335,N,N,N,N,N,N,N,N,36.25,N,21.9,N,N,N,N,N,N,N,N,N,N,25.083333333333332,N,N,35.4
Residence Inn Montreal Airport,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Hotel le Coach,N,N,30.116666666666667,44.15,20.05,19.016666666666666,N,13.933333333333334,24.466666666666665,N,20.45,28.733333333333334,N,N,14.766666666666667,N,24.616666666666667,N,N,21.9,N,14.133333333333333,N,N,31.4,18.6,N,N,N,N,33.85,N,N,19.316666666666666,N,N,N,N,N,N,N,18.016666666666666,26.6,N,N,N,N,N,N,23.016666666666666
Renaissance Montreal Downtown Hotel,N,N,33.05,42.083333333333336,22.983333333333334,N,N,23.85,20.4,N,23.383333333333333,31.666666666666668,N,N,24.683333333333334,N,N,N,N,24.833333333333332,N,N,N,N,29.333333333333332,N,N,N,N,N,N,N,N,22.25,N,12.45,N,N,N,N,N,N,N,43.166666666666664,N,N,N,N,N,32.95
"Holiday Inn & Suites Montreal Airport, an IHG hotel",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Hotel Le Saint Andre,N,N,29.883333333333333,45.63333333333333,19.816666666666666,21.783333333333335,N,15.416666666666666,25.95,N,20.216666666666665,28.5,N,N,16.25,N,N,N,N,21.666666666666668,N,N,N,N,32.88333333333333,21.366666666666667,N,N,N,N,36.61666666666667,N,N,19.083333333333332,N,N,N,N,N,N,N,20.783333333333335,28.083333333333332,N,N,N,N,N,N,25.5
Sofitel Montreal Golden Mile,N,N,34.43333333333333,N,24.366666666666667,N,N,26.233333333333334,19.783333333333335,N,24.766666666666666,33.05,N,N,27.066666666666666,N,N,N,N,26.216666666666665,N,N,N,N,28.716666666666665,N,N,N,22.183333333333334,N,N,N,N,23.633333333333333,N,13.833333333333334,N,N,N,N,N,N,N,45.55,N,N,N,N,N,34.333333333333336
Quality Hotel Dorval Aeroport,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Hygie Boutique Hotel,N,N,38.78333333333333,44.25,28.716666666666665,N,N,22.566666666666666,24.566666666666666,N,29.116666666666667,37.4,N,N,23.4,N,29.716666666666665,N,N,30.566666666666666,N,N,N,N,31.5,N,N,N,N,N,N,N,N,27.983333333333334,N,N,N,N,N,N,N,N,N,41.88333333333333,N,N,N,N,N,28.116666666666667
"Hotel Montreal Metropolitain, BW Premier Collection",41.483333333333334,69.13333333333334,N,41.65,55.583333333333336,52.3,45.35,49.45,52.0,43.4,54.983333333333334,N,53.46666666666667,40.63333333333333,50.28333333333333,47.31666666666667,43.15,43.46666666666667,43.56666666666667,57.43333333333333,42.35,48.666666666666664,68.91666666666667,42.75,39.28333333333333,48.38333333333333,47.85,39.733333333333334,40.45,46.483333333333334,63.38333333333333,43.6,68.16666666666667,53.85,48.4,36.05,43.4,41.61666666666667,62.333333333333336,40.28333333333333,N,52.016666666666666,53.13333333333333,68.76666666666667,N,58.36666666666667,37.233333333333334,41.233333333333334,53.0,38.55
Hotel Newstar,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Hotel Arena Palace Montreal,N,N,30.483333333333334,44.516666666666666,20.416666666666668,20.383333333333333,N,14.3,24.833333333333332,N,20.816666666666666,29.1,N,N,15.133333333333333,N,N,N,N,22.266666666666666,N,N,N,N,31.766666666666666,19.966666666666665,N,N,N,N,35.21666666666667,N,N,19.683333333333334,N,N,N,N,N,N,N,19.383333333333333,26.966666666666665,N,N,N,N,N,N,24.383333333333333
Hotel Casa Bella,N,N,31.583333333333332,42.61666666666667,21.516666666666666,N,N,22.383333333333333,20.933333333333334,N,21.916666666666668,30.2,N,N,23.216666666666665,N,N,N,N,23.366666666666667,N,N,N,N,29.866666666666667,N,N,N,N,N,30.316666666666666,N,N,20.783333333333335,N,N,N,N,N,N,N,N,N,41.7,N,N,N,N,N,N
Auberge L'Apero,N,N,35.733333333333334,N,25.666666666666668,N,N,27.533333333333335,N,23.933333333333334,26.066666666666666,34.35,N,N,28.366666666666667,N,37.233333333333334,N,N,27.516666666666666,N,N,N,N,27.016666666666666,N,N,N,20.983333333333334,N,N,N,N,24.933333333333334,N,15.133333333333333,23.933333333333334,N,33.416666666666664,N,N,N,N,46.85,N,N,25.316666666666666,N,N,35.63333333333333
David Hotel,N,N,42.86666666666667,44.61666666666667,32.8,N,N,31.383333333333333,N,N,33.2,41.483333333333334,N,N,32.21666666666667,N,N,N,N,34.65,N,N,N,N,31.866666666666667,N,N,N,N,N,N,N,N,32.06666666666667,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,32.483333333333334
Hilton Garden Inn Montreal Airport,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Courtyard Montreal Midtown,32.46666666666667,N,57.63333333333333,N,47.56666666666667,35.28333333333333,36.333333333333336,44.43333333333333,29.983333333333334,36.38333333333333,47.96666666666667,56.25,37.45,31.616666666666667,45.266666666666666,38.3,48.13333333333333,36.45,34.55,49.416666666666664,31.333333333333332,34.65,63.9,33.733333333333334,N,31.366666666666667,33.833333333333336,30.716666666666665,33.43333333333333,33.85,42.36666666666667,34.583333333333336,52.15,46.833333333333336,37.38333333333333,33.03333333333333,36.38333333333333,32.6,55.31666666666667,31.266666666666666,N,35.0,34.11666666666667,63.75,N,41.35,36.21666666666667,32.21666666666667,41.983333333333334,46.53333333333333
Le Chabrol Hotel & Suites,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Cjour Apartments,28.716666666666665,N,N,53.916666666666664,18.816666666666666,27.783333333333335,32.583333333333336,29.683333333333334,32.233333333333334,N,19.216666666666665,27.5,26.7,27.866666666666667,30.516666666666666,N,N,N,22.516666666666666,20.666666666666668,25.783333333333335,21.9,N,29.766666666666666,42.166666666666664,27.366666666666667,24.116666666666667,25.016666666666666,N,21.1,41.61666666666667,20.483333333333334,41.4,18.083333333333332,33.083333333333336,N,N,28.35,N,27.516666666666666,N,25.783333333333335,37.8,N,N,44.6,N,28.466666666666665,N,36.78333333333333
Residence Inn Montreal Midtown,32.583333333333336,N,57.75,N,47.68333333333333,35.4,36.45,44.55,30.1,36.5,48.083333333333336,56.36666666666667,37.56666666666667,31.733333333333334,45.38333333333333,38.416666666666664,48.25,36.56666666666667,34.666666666666664,49.53333333333333,31.45,34.766666666666666,64.01666666666667,33.85,N,31.483333333333334,33.95,30.833333333333332,33.55,33.96666666666667,42.483333333333334,34.7,52.266666666666666,46.95,37.5,33.15,36.5,32.71666666666667,55.43333333333333,31.383333333333333,N,35.11666666666667,34.233333333333334,63.86666666666667,N,41.46666666666667,36.333333333333336,32.333333333333336,42.1,46.65
Hotel De Paris,16.966666666666665,N,39.13333333333333,46.166666666666664,29.066666666666666,N,N,23.933333333333334,26.483333333333334,N,29.466666666666665,37.75,N,16.116666666666667,24.766666666666666,N,N,N,N,30.916666666666668,N,N,N,N,33.416666666666664,23.866666666666667,N,15.216666666666667,N,N,38.86666666666667,N,N,28.333333333333332,N,N,N,17.1,N,15.766666666666667,N,N,28.616666666666667,N,N,33.85,N,N,N,N
Alternative Hostel of Old Montreal,N,N,45.05,45.666666666666664,34.983333333333334,N,N,33.43333333333333,N,N,35.38333333333333,43.666666666666664,N,N,34.266666666666666,N,N,N,N,36.833333333333336,N,N,N,N,33.916666666666664,N,N,N,N,N,N,N,N,34.25,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,31.9
Hotel Bon Accueil,N,N,30.15,44.18333333333333,20.083333333333332,19.05,N,13.966666666666667,24.5,N,20.483333333333334,28.766666666666666,N,N,14.8,N,N,N,N,21.933333333333334,N,N,N,N,31.433333333333334,18.633333333333333,N,N,N,N,33.88333333333333,N,N,19.35,N,N,N,N,N,N,N,18.05,26.633333333333333,33.28333333333333,N,N,N,N,N,N
Le Sieur De Joliette,26.983333333333334,41.63333333333333,N,52.18333333333333,N,26.05,30.85,28.95,30.5,27.466666666666665,N,N,24.966666666666665,26.133333333333333,29.783333333333335,30.666666666666668,36.65,27.966666666666665,20.783333333333335,N,24.05,20.166666666666668,48.416666666666664,28.033333333333335,40.43333333333333,25.633333333333333,22.383333333333333,23.283333333333335,23.9,19.366666666666667,39.88333333333333,18.75,39.666666666666664,N,31.35,15.55,27.466666666666665,26.616666666666667,N,25.783333333333335,N,24.05,36.06666666666667,48.266666666666666,N,42.86666666666667,24.733333333333334,26.733333333333334,37.916666666666664,36.05
