Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;14;71.4;1412.9;79.75;7;4;703.1;44.00;7;6;709.8;0.00;Pont Jacques-Cartier - Montreal|City Hall|Maisonneuve Monument - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Complexe Desjardins|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Auberge L'Apero;4.0;25.25;13;65.0;1332.0;25.25;6;4;638.4;0.00;7;4;693.7;0.00;Palais des Congres|City Hall|Pont Jacques-Cartier - Montreal|Complexe Desjardins|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;67.3;1302.8;51.75;6;3;591.7;16.00;7;4;711.1;0.00;Place d'Armes|Musee Romeo's - Montreal|City Hall|Notre-Dame Basilica|Complexe Desjardins|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Best Western Plus Hotel Montreal;4.1;249.75;13;66.0;1243.5;277.75;6;3;601.5;14.00;7;5;642.0;14.00;Place d'Armes|Musee Romeo's - Montreal|Musée Marguerite-Bourgeoys|City Hall|Complexe Desjardins|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;13;65.8;1255.1;70.35;6;3;617.6;14.00;7;5;637.4;31.10;Place d'Armes|Musee Romeo's - Montreal|Musée Marguerite-Bourgeoys|City Hall|Complexe Desjardins|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;62.8;1293.9;35.75;5;4;644.6;0.00;7;4;649.3;0.00;Musee Romeo's - Montreal|La Guilde - Montreal|Arsenal Art Contemporain Montréal - Montreal|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|City Hall|L'original Art Gallery|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;12;61.6;1129.8;32.00;6;4;517.9;0.00;6;4;611.9;6.75;Maisonneuve Monument - Montreal|City Hall|Complexe Desjardins|L'original Art Gallery|Place d'Armes|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Car
8;Alternative Hostel of Old Montreal;4.5;35.75;12;63.3;1187.1;79.75;6;4;628.3;44.00;6;5;558.7;0.00;Pont Jacques-Cartier - Montreal|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;12;63.2;1099.0;105.75;6;4;552.0;70.00;6;5;547.0;0.00;Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Subway|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;11;57.0;1029.5;25.25;6;4;517.9;0.00;5;4;511.6;0.00;Maisonneuve Monument - Montreal|City Hall|Complexe Desjardins|L'original Art Gallery|Place d'Armes|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;11;58.6;902.8;87.02;5;2;350.8;44.00;6;5;552.0;7.27;Maisonneuve Monument - Montreal|Place d'Armes|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Car|Walking|Walking
12;Alternative Hostel of Old Montreal;4.5;35.75;11;58.2;967.9;65.75;5;3;409.2;30.00;6;5;558.7;0.00;Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
13;Alternative Hostel of Old Montreal;4.5;35.75;11;58.3;1092.8;51.75;5;3;437.8;0.00;6;4;655.0;16.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|City Hall;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|L'original Art Gallery|Notre-Dame Basilica|Belvedere Camillien-Houde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
14;Alternative Hostel of Old Montreal;4.5;35.75;10;54.2;841.5;93.73;5;2;455.6;44.36;5;4;385.9;13.62;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame Basilica|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Car|Car|Walking
15;Auberge L'Apero;4.0;25.25;10;53.0;865.9;25.25;5;3;371.1;0.00;5;4;494.8;0.00;Maisonneuve Monument - Montreal|City Hall|Place d'Armes|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
16;Alternative Hostel of Old Montreal;4.5;35.75;10;53.4;899.1;50.11;5;3;437.8;0.00;5;3;461.3;14.36;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|City Hall;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|L'original Art Gallery|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking
17;Auberge L'Apero;4.0;25.25;9;48.4;746.4;25.25;5;3;395.7;0.00;4;3;350.7;0.00;Maisonneuve Monument - Montreal|City Hall|L'original Art Gallery|Place d'Armes|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking
